4138
250
4
ECG	Pao	Dao	Qao
-30.46	67.76	19.80	6.77
-34.65	67.05	19.78	6.48
-34.82	66.55	19.75	6.15
-35.08	65.91	19.72	5.72
-35.55	64.79	19.68	5.21
-32.32	63.71	19.64	4.67
-31.64	62.66	19.58	4.08
-30.90	62.16	19.54	3.45
-30.29	62.11	19.50	2.94
-30.65	62.18	19.48	2.70
-28.32	62.64	19.48	2.75
-25.90	62.88	19.50	2.96
-23.22	63.13	19.52	3.19
-23.17	63.14	19.52	3.36
-25.40	62.77	19.51	3.42
-23.15	62.54	19.50	3.40
-23.02	62.25	19.50	3.36
-23.22	62.39	19.49	3.39
-20.61	62.60	19.48	3.51
-19.50	62.52	19.48	3.64
-21.29	62.57	19.47	3.67
-28.45	62.66	19.47	3.57
-32.76	63.13	19.48	3.35
-22.57	63.32	19.49	3.11
-21.71	63.13	19.50	3.02
-4.12	62.98	19.50	3.01
21.46	62.74	19.50	3.06
38.97	62.85	19.49	3.07
58.44	62.86	19.49	3.00
72.87	62.61	19.48	2.87
90.22	62.34	19.47	2.71
91.80	62.16	19.47	2.56
70.16	62.32	19.46	2.41
39.03	62.21	19.45	2.24
1.35	61.95	19.45	2.05
-34.34	61.71	19.44	1.86
-53.93	61.49	19.44	1.69
-58.07	61.60	19.43	1.58
-50.84	61.57	19.43	1.51
-41.18	61.31	19.43	1.46
-33.30	61.12	19.42	1.41
-29.87	60.98	19.42	1.34
-28.97	61.18	19.41	1.27
-23.28	61.14	19.41	1.14
-20.84	60.88	19.41	1.00
-16.95	60.64	19.40	0.88
-14.33	60.48	19.40	0.74
-12.47	60.65	19.40	0.57
-11.99	60.57	19.39	0.42
-13.58	60.29	19.38	0.30
-19.51	60.04	19.38	0.19
-66.82	59.89	19.37	0.10
-181.90	60.02	19.37	0.00
-301.20	59.86	19.36	-0.07
-382.70	59.54	19.35	-0.15
-312.80	59.25	19.34	-0.21
-160.90	59.16	19.34	-0.26
-17.63	59.35	19.33	-0.30
123.00	59.14	19.32	-0.34
191.80	58.91	19.32	-0.38
158.70	58.65	19.31	-0.40
86.46	58.58	19.30	-0.43
52.10	58.74	19.30	-0.46
55.58	58.59	19.29	-0.46
59.86	58.21	19.29	-0.47
51.54	57.91	19.28	-0.52
33.06	57.68	19.27	-0.56
25.01	57.72	19.26	-0.65
26.38	57.49	19.25	-0.68
24.34	57.18	19.24	-0.67
18.91	56.87	19.24	-0.74
13.07	56.97	19.23	-0.79
7.66	57.42	19.23	-0.76
6.84	57.54	19.24	-0.63
3.43	57.31	19.24	-0.50
1.17	57.02	19.24	-0.40
-3.29	57.08	19.24	-0.34
-5.37	57.14	19.23	-0.30
-8.59	57.11	19.23	-0.22
-5.40	57.13	19.22	-0.11
-6.93	57.23	19.23	0.03
-8.24	57.73	19.23	0.25
-10.46	58.69	19.24	0.56
-9.56	59.48	19.26	0.98
-7.31	60.43	19.30	1.51
-9.81	61.43	19.35	2.15
-6.55	62.60	19.40	2.84
-5.14	63.81	19.45	3.64
-5.51	64.55	19.50	4.41
-4.19	65.21	19.55	5.13
-4.63	65.71	19.59	5.73
-4.24	66.41	19.63	6.22
-3.90	67.18	19.65	6.64
-6.14	67.50	19.68	6.98
-4.62	67.91	19.71	7.22
-6.27	68.33	19.73	7.41
-5.82	68.88	19.75	7.55
-5.79	69.60	19.77	7.69
-6.72	69.86	19.79	7.75
-3.32	69.99	19.81	7.79
-3.62	70.11	19.82	7.80
-5.51	70.40	19.83	7.79
-5.74	70.72	19.84	7.77
-9.40	70.66	19.85	7.70
-11.13	70.59	19.85	7.61
-13.11	70.51	19.86	7.59
-12.99	70.80	19.86	7.61
-14.92	71.15	19.86	7.67
-17.35	71.04	19.86	7.74
-18.23	70.93	19.87	7.84
-22.05	70.90	19.88	7.94
-22.74	71.20	19.88	7.99
-23.02	71.48	19.89	8.00
-26.59	71.23	19.89	8.05
-23.99	71.20	19.89	8.14
-25.43	71.13	19.89	8.13
-25.50	71.35	19.89	8.15
-25.23	71.50	19.89	8.21
-23.59	71.27	19.89	8.24
-22.26	71.13	19.89	8.22
-19.69	70.88	19.89	8.18
-14.58	71.02	19.89	8.12
-8.47	71.05	19.89	8.04
-4.54	70.67	19.88	7.90
2.05	70.35	19.88	7.76
2.11	70.00	19.87	7.65
-1.69	69.92	19.86	7.53
-8.06	69.76	19.85	7.43
-19.22	69.18	19.84	7.33
-23.65	68.71	19.83	7.18
-29.87	68.11	19.81	6.96
-35.43	67.86	19.80	6.61
-35.61	67.33	19.78	6.22
-36.82	66.43	19.75	5.83
-33.11	65.46	19.72	5.35
-33.38	64.43	19.67	4.76
-32.69	63.66	19.63	4.12
-31.42	62.83	19.58	3.45
-34.18	62.07	19.53	2.82
-32.56	61.88	19.49	2.44
-28.84	62.07	19.48	2.37
-27.63	62.89	19.49	2.55
-27.16	63.33	19.50	2.83
-25.97	63.09	19.52	3.11
-24.43	62.86	19.52	3.31
-23.56	62.53	19.51	3.41
-23.93	62.68	19.50	3.43
-20.53	62.63	19.50	3.44
-24.39	62.43	19.49	3.45
-22.73	62.27	19.48	3.45
-20.18	62.33	19.48	3.49
-25.18	62.80	19.48	3.52
-29.47	63.07	19.48	3.52
-26.82	63.07	19.49	3.52
-19.15	63.01	19.50	3.49
-14.72	63.00	19.50	3.44
4.57	63.17	19.51	3.36
27.90	63.05	19.50	3.23
45.37	62.79	19.50	3.07
62.46	62.50	19.49	2.90
77.78	62.41	19.48	2.68
87.96	62.57	19.47	2.51
81.75	62.43	19.47	2.31
51.04	62.08	19.46	2.08
20.47	61.87	19.45	1.89
-16.11	61.70	19.45	1.75
-47.05	61.85	19.44	1.72
-60.89	61.76	19.44	1.70
-56.62	61.45	19.43	1.68
-45.31	61.16	19.43	1.66
-38.41	61.17	19.42	1.61
-33.69	61.30	19.42	1.58
-29.83	61.22	19.42	1.52
-28.47	60.99	19.41	1.42
-23.40	60.71	19.41	1.32
-19.12	60.72	19.41	1.18
-15.27	60.86	19.40	1.03
-12.70	60.72	19.40	0.91
-12.57	60.47	19.39	0.79
-10.14	60.20	19.39	0.66
-8.85	60.17	19.38	0.50
-25.93	60.30	19.38	0.36
-104.60	60.03	19.37	0.26
-232.10	59.77	19.37	0.14
-350.80	59.54	19.36	0.02
-378.70	59.38	19.35	-0.08
-256.30	59.58	19.34	-0.15
-106.60	59.30	19.34	-0.22
38.68	58.99	19.33	-0.28
159.80	58.76	19.32	-0.33
185.50	58.73	19.31	-0.35
119.70	58.97	19.31	-0.36
59.26	58.81	19.30	-0.37
46.45	58.51	19.29	-0.38
57.39	58.19	19.29	-0.40
58.20	58.05	19.28	-0.44
43.11	58.16	19.27	-0.53
31.44	57.75	19.27	-0.62
29.64	57.41	19.26	-0.70
33.78	57.07	19.25	-0.76
30.84	57.01	19.24	-0.81
22.76	57.19	19.24	-0.82
15.47	57.23	19.23	-0.82
13.96	57.19	19.24	-0.77
12.68	57.19	19.24	-0.69
10.80	57.27	19.25	-0.57
9.20	57.39	19.25	-0.41
2.99	57.10	19.24	-0.34
4.75	56.94	19.23	-0.28
4.66	56.89	19.23	-0.15
3.96	57.20	19.23	0.03
4.18	57.83	19.23	0.23
0.99	58.22	19.24	0.50
4.01	58.87	19.25	0.89
5.39	59.68	19.28	1.43
8.41	60.97	19.32	2.05
7.78	62.33	19.37	2.74
5.88	63.16	19.43	3.51
9.53	63.98	19.48	4.25
7.23	64.65	19.53	4.91
6.64	65.53	19.57	5.46
9.60	66.36	19.61	5.93
6.96	66.72	19.64	6.36
9.17	67.13	19.67	6.75
8.15	67.44	19.70	7.07
5.80	68.19	19.72	7.30
7.71	68.87	19.74	7.46
5.08	69.18	19.76	7.56
5.39	69.45	19.78	7.59
5.50	69.72	19.80	7.60
5.58	70.17	19.82	7.60
5.73	70.51	19.83	7.58
2.36	70.50	19.84	7.57
2.06	70.52	19.85	7.53
1.63	70.44	19.85	7.53
-0.25	70.74	19.85	7.58
-1.70	70.95	19.86	7.64
-3.90	70.88	19.86	7.71
-2.55	70.91	19.87	7.77
-4.88	70.89	19.87	7.83
-9.09	71.18	19.87	7.90
-10.40	71.45	19.88	7.99
-13.75	71.31	19.88	8.11
-13.23	71.26	19.89	8.22
-11.37	71.18	19.89	8.27
-10.98	71.46	19.89	8.30
-7.47	71.60	19.89	8.33
-10.03	71.36	19.89	8.29
-7.37	71.23	19.90	8.23
-7.72	71.08	19.89	8.17
-5.85	71.23	19.89	8.14
-6.27	71.32	19.89	8.15
-2.41	70.99	19.89	8.12
5.71	70.74	19.89	7.99
9.49	70.43	19.88	7.91
14.12	70.45	19.88	7.86
14.64	70.32	19.87	7.78
6.35	69.70	19.86	7.69
-0.71	69.26	19.85	7.54
-11.61	68.92	19.84	7.39
-21.38	68.74	19.82	7.18
-26.18	68.31	19.81	6.88
-31.27	67.53	19.79	6.53
-31.03	66.69	19.77	6.15
-31.15	65.91	19.74	5.69
-31.67	65.24	19.70	5.19
-29.42	64.29	19.66	4.68
-30.00	63.09	19.60	4.11
-26.08	62.18	19.55	3.53
-26.98	61.82	19.51	3.06
-26.39	62.13	19.48	2.81
-28.28	62.68	19.48	2.83
-29.84	62.91	19.49	3.03
-28.38	62.96	19.51	3.31
-27.87	62.87	19.52	3.55
-25.39	62.95	19.52	3.70
-22.95	62.73	19.51	3.75
-20.99	62.43	19.50	3.70
-17.98	62.21	19.49	3.64
-18.74	62.16	19.48	3.62
-18.69	62.46	19.48	3.65
-21.79	62.62	19.47	3.65
-31.61	62.74	19.48	3.65
-32.77	62.86	19.48	3.60
-26.25	62.97	19.49	3.49
-24.88	63.32	19.50	3.39
-5.56	63.26	19.50	3.32
19.54	62.98	19.50	3.26
37.50	62.73	19.50	3.20
55.57	62.67	19.49	3.12
72.07	62.82	19.49	3.06
83.51	62.64	19.48	3.02
81.18	62.37	19.47	2.97
56.55	62.13	19.47	2.86
26.60	62.01	19.46	2.68
-11.45	62.12	19.45	2.50
-43.56	61.97	19.45	2.31
-60.08	61.68	19.44	2.10
-57.98	61.41	19.44	2.00
-46.96	61.41	19.44	1.84
-38.74	61.56	19.43	1.66
-31.71	61.30	19.42	1.53
-28.92	61.10	19.42	1.47
-27.39	60.84	19.42	1.41
-22.61	60.82	19.41	1.32
-17.95	61.09	19.41	1.25
-14.83	60.85	19.41	1.14
-11.36	60.55	19.40	0.99
-9.36	60.39	19.40	0.82
-7.32	60.32	19.39	0.64
-7.44	60.47	19.39	0.47
-17.26	60.24	19.38	0.33
-78.65	60.02	19.38	0.18
-205.40	59.67	19.37	0.05
-323.20	59.65	19.37	-0.07
-377.80	59.79	19.35	-0.20
-281.20	59.55	19.35	-0.29
-128.90	59.32	19.34	-0.36
15.75	58.98	19.34	-0.44
145.30	58.97	19.33	-0.48
189.10	59.12	19.32	-0.52
134.50	58.88	19.31	-0.56
66.75	58.61	19.31	-0.61
45.53	58.36	19.30	-0.64
55.19	58.41	19.29	-0.65
58.74	58.45	19.29	-0.66
45.44	58.10	19.28	-0.68
33.25	57.65	19.27	-0.71
29.80	57.36	19.26	-0.76
29.95	57.25	19.25	-0.83
29.81	57.35	19.25	-0.85
21.92	57.13	19.24	-0.85
14.96	57.05	19.24	-0.83
13.90	57.12	19.24	-0.75
13.45	57.41	19.24	-0.63
12.77	57.54	19.25	-0.50
7.33	57.30	19.25	-0.40
6.08	57.06	19.24	-0.31
3.12	56.84	19.24	-0.24
1.74	57.07	19.23	-0.17
1.53	57.45	19.23	-0.07
0.47	57.58	19.23	0.05
0.78	58.01	19.24	0.25
-0.87	58.50	19.25	0.60
1.82	59.75	19.28	1.04
3.80	60.97	19.32	1.68
1.38	61.93	19.37	2.50
4.76	62.86	19.42	3.34
5.59	63.68	19.47	4.15
6.40	64.78	19.52	4.87
7.27	65.55	19.57	5.47
5.38	66.02	19.60	5.93
8.87	66.53	19.64	6.30
6.07	66.90	19.67	6.65
6.65	67.61	19.69	6.97
5.51	68.31	19.71	7.20
0.47	68.60	19.73	7.35
2.62	68.97	19.76	7.49
3.12	69.30	19.78	7.62
2.02	69.84	19.80	7.70
3.40	70.34	19.81	7.68
2.18	70.33	19.83	7.59
3.93	70.38	19.84	7.57
3.35	70.44	19.85	7.63
2.09	70.73	19.85	7.66
2.27	70.99	19.86	7.69
0.96	70.87	19.86	7.70
-1.69	70.86	19.87	7.74
-4.22	70.87	19.87	7.83
-7.04	71.20	19.88	7.92
-7.56	71.46	19.88	7.99
-10.08	71.25	19.88	8.02
-10.63	71.28	19.89	8.06
-9.24	71.28	19.89	8.15
-11.65	71.53	19.89	8.22
-13.63	71.72	19.89	8.20
-13.38	71.55	19.89	8.16
-13.36	71.43	19.90	8.11
-14.53	71.29	19.90	8.04
-12.18	71.53	19.90	8.02
-6.97	71.50	19.90	8.04
-5.13	71.23	19.89	8.02
1.80	71.01	19.89	7.95
11.06	70.82	19.89	7.90
14.77	70.88	19.89	7.79
18.26	70.63	19.88	7.59
16.93	70.18	19.87	7.43
11.64	69.80	19.87	7.36
3.58	69.47	19.86	7.33
-7.32	69.35	19.85	7.28
-12.14	68.85	19.83	7.15
-18.99	68.32	19.81	6.92
-21.05	67.55	19.80	6.50
-21.13	66.94	19.78	6.06
-24.23	66.40	19.75	5.63
-21.72	65.48	19.71	5.03
-22.80	64.30	19.67	4.41
-20.48	63.13	19.62	3.85
-18.89	62.36	19.57	3.29
-16.52	62.25	19.52	2.86
-15.60	62.18	19.49	2.65
-16.62	62.52	19.49	2.73
-14.12	62.84	19.50	3.00
-13.45	63.10	19.52	3.25
-13.52	63.27	19.53	3.41
-11.56	62.96	19.52	3.42
-10.68	62.62	19.52	3.38
-8.97	62.41	19.51	3.33
-6.04	62.39	19.50	3.33
-6.91	62.59	19.49	3.35
-7.54	62.56	19.49	3.43
-12.95	62.54	19.48	3.56
-20.49	62.55	19.48	3.67
-22.17	62.86	19.49	3.70
-15.49	63.28	19.49	3.61
-12.74	63.31	19.50	3.39
4.89	63.06	19.51	3.17
34.48	62.85	19.51	3.01
52.66	62.81	19.50	2.92
68.66	63.01	19.50	2.85
84.72	62.78	19.49	2.84
99.26	62.55	19.48	2.81
96.79	62.21	19.48	2.71
72.63	62.19	19.47	2.55
41.64	62.37	19.46	2.37
2.64	62.12	19.46	2.21
-28.85	61.85	19.45	2.07
-47.03	61.57	19.45	1.97
-49.24	61.55	19.44	1.87
-42.74	61.69	19.44	1.77
-34.18	61.45	19.43	1.68
-28.51	61.20	19.43	1.55
-25.71	61.07	19.43	1.44
-23.26	61.03	19.42	1.31
-19.09	61.24	19.42	1.17
-14.26	60.97	19.41	1.02
-10.75	60.75	19.41	0.91
-6.98	60.56	19.40	0.87
-4.13	60.53	19.40	0.90
-1.40	60.69	19.40	0.83
-3.76	60.43	19.39	0.67
-12.51	60.18	19.39	0.49
-71.71	59.97	19.38	0.34
-194.30	59.94	19.37	0.20
-315.10	59.99	19.37	0.09
-379.40	59.75	19.36	0.03
-285.20	59.47	19.36	-0.05
-134.00	59.16	19.35	-0.15
10.93	59.23	19.34	-0.22
142.00	59.32	19.33	-0.25
188.90	59.07	19.32	-0.31
141.70	58.80	19.32	-0.40
71.22	58.60	19.31	-0.47
48.70	58.72	19.31	-0.50
57.36	58.73	19.30	-0.51
60.29	58.42	19.29	-0.52
50.44	58.05	19.28	-0.60
35.05	57.65	19.28	-0.70
29.38	57.69	19.27	-0.75
29.53	57.59	19.26	-0.76
27.32	57.25	19.25	-0.83
24.63	57.11	19.25	-0.91
17.31	56.99	19.24	-0.91
15.45	57.39	19.24	-0.83
15.77	57.76	19.25	-0.74
11.54	57.43	19.25	-0.65
9.79	57.30	19.25	-0.52
6.01	56.98	19.25	-0.39
4.30	57.20	19.24	-0.26
4.78	57.38	19.24	-0.18
1.19	57.27	19.23	-0.09
3.78	57.52	19.24	0.08
1.79	57.89	19.24	0.33
2.42	58.86	19.26	0.74
4.01	59.91	19.28	1.32
4.97	60.76	19.31	2.02
9.67	61.77	19.37	2.81
7.24	62.75	19.42	3.62
8.22	63.99	19.47	4.37
10.37	64.88	19.53	4.98
8.58	65.42	19.57	5.48
9.51	65.96	19.61	5.92
9.42	66.48	19.64	6.33
9.43	67.14	19.67	6.68
8.06	67.78	19.69	7.03
7.26	68.12	19.71	7.25
8.24	68.49	19.74	7.35
7.55	68.90	19.76	7.45
6.82	69.58	19.78	7.60
5.77	70.09	19.80	7.75
3.87	70.13	19.82	7.79
3.40	70.23	19.84	7.75
5.53	70.41	19.85	7.70
1.77	70.72	19.85	7.68
2.73	70.85	19.86	7.68
1.11	70.71	19.86	7.71
0.87	70.74	19.87	7.79
-2.22	70.84	19.87	7.87
-4.59	71.19	19.88	7.93
-5.05	71.32	19.88	7.96
-11.25	71.19	19.88	7.97
-9.24	71.21	19.89	7.99
-10.62	71.33	19.89	8.05
-12.45	71.58	19.90	8.12
-12.42	71.68	19.90	8.21
-13.38	71.56	19.90	8.30
-13.39	71.47	19.90	8.36
-14.01	71.43	19.90	8.33
-11.43	71.66	19.90	8.28
-11.20	71.67	19.90	8.21
-8.90	71.38	19.90	8.22
-2.99	71.10	19.90	8.25
4.37	71.06	19.90	8.19
11.07	71.23	19.90	8.08
17.42	70.92	19.89	7.89
15.12	70.57	19.88	7.73
14.33	70.11	19.88	7.63
8.41	69.92	19.87	7.54
-0.78	69.85	19.86	7.40
-11.38	69.41	19.85	7.22
-19.09	68.84	19.84	7.03
-24.39	68.15	19.82	6.79
-29.14	67.64	19.80	6.50
-30.55	67.27	19.78	6.14
-31.35	66.36	19.75	5.67
-31.90	65.34	19.71	5.13
-30.17	64.17	19.67	4.52
-29.94	63.24	19.62	3.83
-30.17	62.72	19.57	3.12
-29.62	62.19	19.52	2.59
-27.93	62.05	19.49	2.40
-26.09	62.39	19.49	2.55
-26.04	62.97	19.50	2.95
-24.41	63.43	19.52	3.40
-25.10	63.21	19.53	3.69
-21.09	62.79	19.53	3.77
-19.72	62.56	19.52	3.74
-18.85	62.45	19.51	3.69
-16.73	62.66	19.50	3.69
-17.23	62.50	19.49	3.74
-15.14	62.39	19.49	3.85
-19.06	62.50	19.48	4.01
-26.35	62.78	19.48	4.15
-28.45	63.26	19.49	4.16
-22.72	63.29	19.50	4.02
-19.68	63.21	19.51	3.78
-3.77	62.99	19.51	3.52
23.74	63.00	19.51	3.32
47.46	63.24	19.51	3.17
64.71	62.93	19.50	3.07
82.19	62.71	19.49	2.99
95.36	62.41	19.49	2.88
93.32	62.44	19.48	2.73
63.57	62.54	19.47	2.58
30.62	62.23	19.46	2.45
-4.23	61.96	19.46	2.29
-37.78	61.73	19.46	2.19
-51.93	61.80	19.45	2.10
-49.63	61.87	19.45	2.03
-41.41	61.64	19.44	1.94
-31.19	61.32	19.44	1.80
-25.79	61.15	19.43	1.63
-23.90	61.30	19.43	1.42
-20.70	61.44	19.42	1.24
-16.21	61.16	19.42	1.09
-10.19	60.94	19.42	0.96
-9.08	60.67	19.41	0.86
-3.79	60.81	19.41	0.77
-2.84	60.89	19.41	0.66
-3.58	60.57	19.40	0.55
-1.57	60.31	19.40	0.45
-13.98	60.03	19.39	0.38
-78.46	60.16	19.38	0.27
-203.00	60.15	19.38	0.19
-324.80	59.85	19.37	0.14
-370.90	59.61	19.37	0.14
-265.70	59.33	19.36	0.12
-115.80	59.42	19.35	0.00
28.28	59.39	19.34	-0.22
155.20	59.16	19.33	-0.31
196.70	58.90	19.33	-0.32
139.80	58.71	19.32	-0.35
72.80	58.85	19.32	-0.40
53.68	58.88	19.31	-0.45
60.06	58.50	19.30	-0.54
65.73	58.25	19.29	-0.66
53.19	57.94	19.29	-0.75
39.05	57.95	19.28	-0.83
35.27	57.84	19.27	-0.91
36.76	57.40	19.26	-0.95
38.19	57.19	19.25	-0.96
30.82	57.02	19.25	-0.92
24.20	57.35	19.24	-0.86
22.93	57.53	19.25	-0.77
20.36	57.47	19.25	-0.64
21.08	57.36	19.26	-0.50
18.64	57.18	19.26	-0.38
15.66	57.32	19.25	-0.28
14.34	57.32	19.24	-0.17
13.69	57.18	19.24	-0.08
15.05	57.20	19.24	-0.01
13.91	57.48	19.24	0.17
12.49	58.22	19.25	0.50
10.49	59.07	19.26	0.99
10.42	59.79	19.28	1.55
13.46	60.75	19.32	2.19
13.35	61.90	19.37	2.85
12.01	63.17	19.43	3.54
15.13	64.18	19.48	4.27
12.84	64.82	19.53	5.00
14.17	65.41	19.58	5.63
12.27	66.04	19.61	6.05
9.21	66.82	19.65	6.36
10.35	67.42	19.68	6.70
7.26	67.78	19.70	7.09
6.40	68.08	19.72	7.41
8.27	68.59	19.74	7.57
8.35	69.36	19.77	7.59
9.03	69.80	19.79	7.55
9.50	70.01	19.81	7.54
10.12	70.13	19.83	7.58
9.06	70.32	19.84	7.57
7.25	70.71	19.84	7.53
5.22	70.80	19.85	7.46
1.02	70.68	19.86	7.50
2.52	70.68	19.86	7.59
3.21	70.78	19.87	7.64
1.59	71.08	19.87	7.71
0.03	71.14	19.87	7.78
-1.71	71.10	19.88	7.82
-3.38	71.09	19.88	7.91
-8.04	71.17	19.89	8.04
-9.59	71.62	19.89	8.09
-7.01	71.63	19.89	8.08
-11.66	71.47	19.90	8.03
-10.01	71.34	19.90	8.02
-7.83	71.40	19.90	8.08
-9.57	71.67	19.90	8.19
-8.18	71.60	19.90	8.23
-4.85	71.45	19.90	8.19
-1.35	71.21	19.90	8.16
2.66	71.18	19.90	8.13
7.78	71.35	19.90	8.02
12.90	71.10	19.90	7.86
16.92	70.80	19.89	7.73
21.66	70.38	19.89	7.64
19.15	70.22	19.88	7.58
10.48	70.20	19.87	7.55
1.95	69.73	19.86	7.43
-7.75	69.22	19.85	7.21
-17.21	68.61	19.83	7.00
-20.29	68.18	19.82	6.71
-21.50	67.81	19.80	6.34
-23.35	67.11	19.78	5.91
-21.27	66.13	19.74	5.48
-20.94	65.11	19.71	5.02
-21.48	64.19	19.66	4.43
-19.66	63.41	19.61	3.77
-19.63	62.63	19.56	3.16
-17.90	62.04	19.52	2.72
-17.52	62.00	19.49	2.54
-15.55	62.67	19.49	2.60
-12.93	63.33	19.51	2.75
-13.17	63.34	19.53	2.92
-10.00	63.05	19.53	3.16
-8.42	62.76	19.53	3.42
-7.83	62.74	19.52	3.57
-5.80	62.85	19.51	3.61
-7.18	62.63	19.50	3.48
-3.06	62.44	19.50	3.28
-1.37	62.37	19.49	3.19
0.79	62.64	19.49	3.25
-7.40	63.10	19.49	3.35
-10.31	63.14	19.49	3.41
-1.79	63.19	19.51	3.42
-0.63	63.12	19.51	3.35
11.71	63.21	19.52	3.29
40.73	63.36	19.52	3.23
54.16	63.06	19.51	3.15
73.20	62.87	19.50	3.04
91.24	62.59	19.50	2.90
104.90	62.67	19.49	2.70
102.50	62.73	19.48	2.54
77.26	62.42	19.47	2.47
51.28	62.17	19.47	2.42
9.41	61.91	19.47	2.34
-24.29	61.99	19.46	2.20
-39.75	62.02	19.46	2.02
-44.46	61.75	19.45	1.80
-36.11	61.50	19.44	1.56
-25.89	61.30	19.44	1.37
-22.81	61.40	19.44	1.26
-18.14	61.54	19.43	1.16
-16.64	61.21	19.43	1.07
-9.83	60.99	19.42	0.97
-6.88	60.77	19.42	0.89
-4.43	60.97	19.42	0.77
-2.37	61.01	19.41	0.67
-4.00	60.68	19.41	0.58
1.01	60.47	19.40	0.47
-0.85	60.24	19.40	0.38
-13.14	60.30	19.39	0.33
-75.47	60.36	19.38	0.20
-203.00	60.00	19.38	0.07
-321.10	59.80	19.37	-0.03
-371.90	59.61	19.37	-0.11
-267.70	59.70	19.36	-0.19
-116.90	59.65	19.35	-0.24
21.01	59.33	19.35	-0.27
148.70	59.09	19.34	-0.30
191.00	58.93	19.33	-0.34
135.10	59.01	19.32	-0.39
68.61	59.08	19.32	-0.47
47.65	58.69	19.31	-0.51
61.45	58.52	19.30	-0.48
62.88	58.25	19.30	-0.35
48.15	58.29	19.29	-0.32
37.70	58.09	19.28	-0.48
31.48	57.66	19.27	-0.66
37.30	57.32	19.26	-0.80
35.22	57.18	19.26	-0.86
28.69	57.34	19.25	-0.87
23.52	57.43	19.25	-0.82
17.25	57.44	19.25	-0.70
17.64	57.41	19.26	-0.55
15.91	57.34	19.26	-0.35
13.14	57.48	19.26	-0.22
12.46	57.36	19.25	-0.17
9.41	57.18	19.25	-0.16
10.02	57.07	19.25	-0.14
10.68	57.24	19.24	-0.02
9.35	57.86	19.24	0.20
8.34	58.34	19.25	0.49
7.55	58.98	19.26	0.88
10.33	59.80	19.29	1.40
11.24	60.90	19.33	2.05
11.37	62.31	19.38	2.78
12.04	63.30	19.43	3.52
12.34	64.13	19.49	4.27
13.57	64.83	19.54	4.95
13.44	65.51	19.58	5.50
10.79	66.36	19.62	5.93
11.33	66.99	19.65	6.32
10.38	67.34	19.68	6.67
11.22	67.68	19.70	6.97
13.57	68.20	19.73	7.22
11.81	68.95	19.75	7.43
9.99	69.33	19.77	7.55
11.62	69.65	19.79	7.63
11.37	69.91	19.81	7.65
9.18	70.15	19.83	7.61
7.81	70.67	19.84	7.56
7.96	70.75	19.85	7.53
4.92	70.69	19.86	7.58
3.79	70.65	19.86	7.66
3.31	70.85	19.87	7.70
2.02	71.18	19.87	7.70
2.84	71.14	19.87	7.72
0.35	71.07	19.88	7.71
-1.25	71.07	19.88	7.74
-2.81	71.24	19.89	7.88
-7.74	71.55	19.89	8.08
-10.69	71.61	19.90	8.24
-10.49	71.57	19.90	8.28
-9.87	71.50	19.90	8.19
-8.46	71.52	19.91	8.12
-7.33	71.79	19.91	8.10
-7.67	71.73	19.91	8.05
-6.57	71.56	19.91	8.05
-6.20	71.41	19.91	8.11
-2.72	71.44	19.91	8.15
-0.06	71.61	19.90	8.12
3.49	71.39	19.90	8.07
11.02	71.04	19.90	8.04
16.11	70.71	19.89	7.97
17.81	70.63	19.89	7.82
16.79	70.62	19.88	7.62
8.40	70.17	19.87	7.51
-0.69	69.65	19.86	7.45
-9.88	69.12	19.85	7.33
-18.24	68.85	19.84	7.07
-26.81	68.61	19.82	6.73
-32.18	67.91	19.80	6.43
-32.54	67.09	19.78	6.14
-32.36	66.07	19.75	5.75
-30.54	65.35	19.71	5.26
-27.30	64.51	19.67	4.67
-27.27	63.34	19.62	3.98
-22.54	62.52	19.57	3.30
-21.26	61.98	19.52	2.76
-21.21	62.31	19.50	2.53
-18.69	63.01	19.50	2.60
-18.96	63.32	19.51	2.84
-16.85	63.38	19.53	3.08
-20.00	63.05	19.54	3.25
-19.79	63.02	19.53	3.34
-17.93	63.05	19.52	3.38
-18.59	62.76	19.52	3.41
-13.96	62.61	19.51	3.44
-15.28	62.38	19.50	3.51
-13.50	62.65	19.49	3.64
-13.15	62.93	19.49	3.81
-22.29	63.00	19.49	3.92
-28.40	63.09	19.50	3.93
-18.12	63.09	19.51	3.82
-15.53	63.36	19.52	3.64
-5.75	63.52	19.52	3.44
20.82	63.16	19.52	3.19
43.87	62.98	19.51	2.97
59.99	62.80	19.51	2.88
78.28	62.87	19.50	2.83
93.72	62.93	19.49	2.80
94.13	62.57	19.48	2.78
75.36	62.38	19.48	2.68
45.44	62.15	19.47	2.53
8.51	62.19	19.47	2.31
-26.17	62.21	19.46	2.11
-49.24	61.86	19.46	1.95
-52.23	61.70	19.46	1.85
-43.71	61.53	19.45	1.80
-33.55	61.60	19.45	1.74
-27.33	61.58	19.44	1.61
-27.68	61.35	19.44	1.42
-21.23	61.13	19.43	1.19
-19.09	60.99	19.43	0.99
-16.76	61.17	19.43	0.85
-12.19	61.14	19.42	0.75
-12.39	60.84	19.41	0.66
-6.97	60.62	19.41	0.54
-6.80	60.48	19.41	0.45
-6.68	60.61	19.40	0.35
-13.70	60.54	19.40	0.23
-59.12	60.24	19.39	0.12
-173.60	59.95	19.39	0.00
